,Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,year,City_Name,Crime_Description,Population,Crime Rate
30147,30149,11-06-2023 18:00,06-10-2023 04:00,11-06-2023 00:05,9,204,2,73,F,0,Other Crime,3,Yes,05-08-2023 18:00,2023,Indore,BURGLARY,3393380,20.6
30148,30150,12-06-2023 21:00,06-10-2023 05:00,10-06-2023 20:01,4,530,2,13,F,3,Other Crime,14,Yes,21-08-2023 21:00,2023,Chennai,BURGLARY,12053697,20.7
30149,30151,12-06-2023 12:00,06-10-2023 06:00,10-06-2023 11:16,8,259,10,69,M,6,Other Crime,3,No,,2023,Hyderabad,HOMICIDE,11068877,26.0
30150,30152,12-06-2023 18:00,06-10-2023 07:00,10-06-2023 10:02,13,207,19,70,F,0,Other Crime,5,Yes,25-06-2023 18:00,2023,Kolkata,VANDALISM,155707786,1.6
30151,30153,11-06-2023 02:00,06-10-2023 08:00,10-06-2023 09:34,8,514,17,23,F,4,Other Crime,4,Yes,06-07-2023 02:00,2023,Hyderabad,SHOPLIFTING,11068877,26.0
30152,30154,12-06-2023 14:00,06-10-2023 09:00,11-06-2023 02:08,5,338,0,65,M,2,Fire Accident,13,Yes,04-09-2023 14:00,2023,Delhi,ARSON,33807403,16.0
30153,30155,10-06-2023 13:00,06-10-2023 10:00,10-06-2023 11:50,17,570,3,11,F,6,Other Crime,5,Yes,21-07-2023 13:00,2023,Mumbai,COUNTERFEITING,21673149,20.4
30154,30156,11-06-2023 17:00,06-10-2023 11:00,10-06-2023 18:58,25,148,13,65,F,5,Other Crime,6,Yes,31-07-2023 17:00,2023,Thane,KIDNAPPING,1261517,56.0
30155,30157,11-06-2023 20:00,06-10-2023 12:00,10-06-2023 19:24,8,538,4,62,F,6,Other Crime,8,No,,2023,Hyderabad,CYBERCRIME,11068877,26.0
30156,30158,11-06-2023 09:00,06-10-2023 13:00,11-06-2023 00:55,17,447,3,76,M,4,Other Crime,15,Yes,08-07-2023 09:00,2023,Mumbai,COUNTERFEITING,21673149,20.4
30157,30159,13-06-2023 02:00,06-10-2023 14:00,11-06-2023 00:12,21,303,7,66,M,3,Other Crime,14,No,,2023,Pune,EXTORTION,7345848,30.1
30158,30160,11-06-2023 20:00,06-10-2023 15:00,10-06-2023 17:40,15,283,4,20,F,4,Other Crime,9,Yes,24-08-2023 20:00,2023,Ludhiana,CYBERCRIME,1988438,38.3
30159,30161,12-06-2023 20:00,06-10-2023 16:00,11-06-2023 01:58,25,326,7,79,M,1,Other Crime,12,Yes,28-07-2023 20:00,2023,Thane,EXTORTION,1261517,56.0
30160,30162,11-06-2023 01:00,06-10-2023 17:00,11-06-2023 05:22,20,117,3,39,F,1,Other Crime,14,Yes,25-07-2023 01:00,2023,Patna,COUNTERFEITING,2633243,26.4
30161,30163,11-06-2023 14:00,06-10-2023 18:00,11-06-2023 07:28,18,205,11,10,M,5,Violent Crime,3,No,,2023,Nagpur,IDENTITY THEFT,3106340,33.9
30162,30164,11-06-2023 23:00,06-10-2023 19:00,11-06-2023 14:40,21,506,8,56,F,6,Fire Accident,14,Yes,02-07-2023 23:00,2023,Pune,FIREARM OFFENSE,7345848,30.1
30163,30165,12-06-2023 21:00,06-10-2023 20:00,11-06-2023 08:24,12,313,20,62,F,3,Violent Crime,19,Yes,10-07-2023 21:00,2023,Kanpur,VEHICLE - STOLEN,3289142,33.8
30164,30166,11-06-2023 04:00,06-10-2023 21:00,11-06-2023 08:25,22,113,14,76,M,2,Other Crime,8,Yes,05-07-2023 04:00,2023,Rajkot,PUBLIC INTOXICATION,2096981,15.3
30165,30167,13-06-2023 04:00,06-10-2023 22:00,11-06-2023 12:55,0,460,3,67,F,5,Other Crime,15,Yes,13-07-2023 04:00,2023,Agra,COUNTERFEITING,2422342,31.5
30166,30168,12-06-2023 00:00,06-10-2023 23:00,11-06-2023 13:45,9,283,4,66,F,0,Other Crime,18,Yes,09-08-2023 00:00,2023,Indore,CYBERCRIME,3393380,20.6
30167,30169,11-06-2023 05:00,06-11-2023 00:00,11-06-2023 04:16,24,193,14,26,M,2,Other Crime,15,Yes,12-06-2023 05:00,2023,Surat,PUBLIC INTOXICATION,8330528,13.3
30168,30170,11-06-2023 19:00,06-11-2023 01:00,11-06-2023 12:22,18,577,0,59,M,1,Fire Accident,17,No,,2023,Nagpur,ARSON,3106340,33.9
30169,30171,12-06-2023 08:00,06-11-2023 02:00,11-06-2023 06:27,2,264,8,51,M,1,Fire Accident,6,No,,2023,Bangalore,FIREARM OFFENSE,14008262,25.6
30170,30172,13-06-2023 21:00,06-11-2023 03:00,11-06-2023 17:48,16,102,12,68,F,5,Other Crime,19,Yes,16-07-2023 21:00,2023,Meerut,ILLEGAL POSSESSION,1835403,21.5
30171,30173,11-06-2023 11:00,06-11-2023 04:00,11-06-2023 10:00,17,306,11,15,F,6,Violent Crime,9,Yes,05-07-2023 11:00,2023,Mumbai,IDENTITY THEFT,21673149,20.4
30172,30174,12-06-2023 05:00,06-11-2023 05:00,11-06-2023 18:54,10,580,8,52,M,0,Fire Accident,2,No,,2023,Jaipur,FIREARM OFFENSE,4308510,34.3
30173,30175,12-06-2023 11:00,06-11-2023 06:00,12-06-2023 04:13,1,382,15,77,F,5,Violent Crime,18,No,,2023,Ahmedabad,ROBBERY,8854444,20.5
30174,30176,12-06-2023 15:00,06-11-2023 07:00,11-06-2023 10:40,2,338,7,31,F,2,Other Crime,9,Yes,02-09-2023 15:00,2023,Bangalore,EXTORTION,14008262,25.6
30175,30177,12-06-2023 18:00,06-11-2023 08:00,12-06-2023 02:26,12,213,9,17,F,0,Other Crime,14,Yes,04-08-2023 18:00,2023,Kanpur,FRAUD,3289142,33.8
30176,30178,12-06-2023 23:00,06-11-2023 09:00,12-06-2023 04:46,12,318,16,30,F,2,Violent Crime,17,No,,2023,Kanpur,SEXUAL ASSAULT,3289142,33.8
30177,30179,13-06-2023 17:00,06-11-2023 10:00,12-06-2023 02:02,5,528,13,69,M,5,Other Crime,14,Yes,26-06-2023 17:00,2023,Delhi,KIDNAPPING,33807403,16.0
30178,30180,12-06-2023 02:00,06-11-2023 11:00,12-06-2023 05:02,5,102,18,26,F,1,Traffic Fatality,18,No,,2023,Delhi,TRAFFIC VIOLATION,33807403,16.0
30179,30181,13-06-2023 07:00,06-11-2023 12:00,12-06-2023 07:33,5,530,0,39,F,5,Fire Accident,2,No,,2023,Delhi,ARSON,33807403,16.0
30180,30182,12-06-2023 03:00,06-11-2023 13:00,11-06-2023 16:07,2,323,9,39,F,2,Other Crime,13,Yes,21-06-2023 03:00,2023,Bangalore,FRAUD,14008262,25.6
30181,30183,13-06-2023 18:00,06-11-2023 14:00,12-06-2023 09:07,2,304,11,19,M,6,Violent Crime,7,Yes,20-07-2023 18:00,2023,Bangalore,IDENTITY THEFT,14008262,25.6
30182,30184,12-06-2023 22:00,06-11-2023 15:00,12-06-2023 13:24,24,439,10,60,F,1,Other Crime,11,Yes,12-04-2024 22:00,2023,Surat,HOMICIDE,8330528,13.3
30183,30185,14-06-2023 06:00,06-11-2023 16:00,11-06-2023 18:12,6,489,1,16,M,0,Violent Crime,18,Yes,20-07-2023 06:00,2023,Faridabad,ASSAULT,1220229,29.0
30184,30186,13-06-2023 01:00,06-11-2023 17:00,11-06-2023 17:33,15,429,17,22,F,6,Other Crime,4,No,,2023,Ludhiana,SHOPLIFTING,1988438,38.3
30185,30187,13-06-2023 17:00,06-11-2023 18:00,11-06-2023 21:18,21,408,10,23,F,5,Other Crime,19,Yes,29-06-2024 17:00,2023,Pune,HOMICIDE,7345848,30.1
30186,30188,14-06-2023 03:00,06-11-2023 19:00,12-06-2023 07:36,1,249,20,78,F,0,Violent Crime,8,Yes,23-08-2023 03:00,2023,Ahmedabad,VEHICLE - STOLEN,8854444,20.5
30187,30189,13-06-2023 06:00,06-11-2023 20:00,12-06-2023 01:16,12,440,12,77,F,2,Other Crime,17,Yes,27-08-2023 06:00,2023,Kanpur,ILLEGAL POSSESSION,3289142,33.8
30188,30190,14-06-2023 04:00,06-11-2023 21:00,12-06-2023 08:26,2,335,18,79,M,5,Traffic Fatality,11,No,,2023,Bangalore,TRAFFIC VIOLATION,14008262,25.6
30189,30191,13-06-2023 18:00,06-11-2023 22:00,12-06-2023 13:06,17,259,19,13,F,2,Other Crime,1,Yes,30-08-2023 18:00,2023,Mumbai,VANDALISM,21673149,20.4
30190,30192,14-06-2023 03:00,06-11-2023 23:00,12-06-2023 01:26,4,395,17,21,M,5,Other Crime,7,No,,2023,Chennai,SHOPLIFTING,12053697,20.7
30191,30193,13-06-2023 09:00,06-12-2023 00:00,12-06-2023 09:09,1,445,4,27,F,5,Other Crime,17,Yes,21-08-2023 09:00,2023,Ahmedabad,CYBERCRIME,8854444,20.5
30192,30194,12-06-2023 21:00,06-12-2023 01:00,12-06-2023 16:53,25,160,13,44,M,2,Other Crime,13,No,,2023,Thane,KIDNAPPING,1261517,56.0
30193,30195,13-06-2023 09:00,06-12-2023 02:00,12-06-2023 08:09,26,124,3,46,F,5,Other Crime,19,No,,2023,Varanasi,COUNTERFEITING,1789047,19.8
30194,30196,13-06-2023 14:00,06-12-2023 03:00,12-06-2023 20:33,5,482,8,16,M,6,Fire Accident,15,Yes,16-07-2023 14:00,2023,Delhi,FIREARM OFFENSE,33807403,16.0
30195,30197,14-06-2023 20:00,06-12-2023 04:00,12-06-2023 23:34,17,224,1,60,F,1,Violent Crime,18,Yes,21-08-2023 20:00,2023,Mumbai,ASSAULT,21673149,20.4
30196,30198,14-06-2023 22:00,06-12-2023 05:00,12-06-2023 14:30,25,569,4,74,F,4,Other Crime,12,Yes,29-06-2023 22:00,2023,Thane,CYBERCRIME,1261517,56.0
30197,30199,12-06-2023 19:00,06-12-2023 06:00,12-06-2023 11:02,3,158,0,58,M,6,Fire Accident,9,Yes,15-07-2023 19:00,2023,Bhopal,ARSON,2624865,26.3
30198,30200,12-06-2023 14:00,06-12-2023 07:00,13-06-2023 05:48,18,458,0,47,M,3,Fire Accident,8,No,,2023,Nagpur,ARSON,3106340,33.9
30199,30201,14-06-2023 21:00,06-12-2023 08:00,13-06-2023 03:12,12,248,2,29,F,4,Other Crime,10,Yes,11-08-2023 21:00,2023,Kanpur,BURGLARY,3289142,33.8
30200,30202,12-06-2023 15:00,06-12-2023 09:00,12-06-2023 22:33,12,401,9,26,F,1,Other Crime,5,Yes,19-08-2023 15:00,2023,Kanpur,FRAUD,3289142,33.8
30201,30203,13-06-2023 18:00,06-12-2023 10:00,13-06-2023 07:59,17,195,11,26,F,2,Violent Crime,2,Yes,23-07-2023 18:00,2023,Mumbai,IDENTITY THEFT,21673149,20.4
30202,30204,15-06-2023 05:00,06-12-2023 11:00,13-06-2023 05:11,5,436,7,78,F,4,Other Crime,11,No,,2023,Delhi,EXTORTION,33807403,16.0
30203,30205,14-06-2023 22:00,06-12-2023 12:00,13-06-2023 00:49,10,163,9,13,M,3,Other Crime,7,No,,2023,Jaipur,FRAUD,4308510,34.3
30204,30206,12-06-2023 22:00,06-12-2023 13:00,12-06-2023 16:52,5,566,14,35,F,4,Other Crime,3,Yes,19-06-2023 22:00,2023,Delhi,PUBLIC INTOXICATION,33807403,16.0
30205,30207,13-06-2023 04:00,06-12-2023 14:00,13-06-2023 10:18,7,535,1,26,F,6,Violent Crime,12,No,,2023,Ghaziabad,ASSAULT,1055190,66.7
30206,30208,15-06-2023 14:00,06-12-2023 15:00,13-06-2023 07:47,21,594,9,27,F,1,Other Crime,12,No,,2023,Pune,FRAUD,7345848,30.1
30207,30209,15-06-2023 02:00,06-12-2023 16:00,13-06-2023 15:48,1,125,1,67,M,2,Violent Crime,7,No,,2023,Ahmedabad,ASSAULT,8854444,20.5
30208,30210,13-06-2023 04:00,06-12-2023 17:00,13-06-2023 04:38,21,297,14,60,F,3,Other Crime,3,Yes,07-07-2023 04:00,2023,Pune,PUBLIC INTOXICATION,7345848,30.1
30209,30211,15-06-2023 03:00,06-12-2023 18:00,13-06-2023 08:28,17,524,5,78,F,5,Violent Crime,11,Yes,17-07-2023 03:00,2023,Mumbai,DOMESTIC VIOLENCE,21673149,20.4
30210,30212,15-06-2023 17:00,06-12-2023 19:00,13-06-2023 11:53,0,423,19,31,F,5,Other Crime,8,Yes,14-07-2023 17:00,2023,Agra,VANDALISM,2422342,31.5
30211,30213,14-06-2023 05:00,06-12-2023 20:00,13-06-2023 07:02,0,561,13,17,F,0,Other Crime,17,No,,2023,Agra,KIDNAPPING,2422342,31.5
30212,30214,13-06-2023 02:00,06-12-2023 21:00,13-06-2023 00:50,8,338,3,10,M,0,Other Crime,14,Yes,09-07-2023 02:00,2023,Hyderabad,COUNTERFEITING,11068877,26.0
30213,30215,13-06-2023 06:00,06-12-2023 22:00,13-06-2023 09:18,21,273,14,53,F,4,Other Crime,18,No,,2023,Pune,PUBLIC INTOXICATION,7345848,30.1
30214,30216,13-06-2023 08:00,06-12-2023 23:00,13-06-2023 04:07,5,457,12,37,F,4,Other Crime,1,No,,2023,Delhi,ILLEGAL POSSESSION,33807403,16.0
30215,30217,15-06-2023 19:00,06-13-2023 00:00,13-06-2023 08:57,17,185,16,18,F,0,Violent Crime,13,No,,2023,Mumbai,SEXUAL ASSAULT,21673149,20.4
30216,30218,13-06-2023 16:00,06-13-2023 01:00,13-06-2023 11:56,5,565,18,36,F,5,Traffic Fatality,5,Yes,11-07-2023 16:00,2023,Delhi,TRAFFIC VIOLATION,33807403,16.0
30217,30219,14-06-2023 10:00,06-13-2023 02:00,13-06-2023 19:46,1,124,1,44,F,2,Violent Crime,19,No,,2023,Ahmedabad,ASSAULT,8854444,20.5
30218,30220,15-06-2023 21:00,06-13-2023 03:00,13-06-2023 19:00,2,258,15,24,F,2,Violent Crime,11,Yes,04-10-2023 21:00,2023,Bangalore,ROBBERY,14008262,25.6
30219,30221,15-06-2023 16:00,06-13-2023 04:00,13-06-2023 15:51,2,405,20,41,M,1,Violent Crime,14,No,,2023,Bangalore,VEHICLE - STOLEN,14008262,25.6
30220,30222,14-06-2023 06:00,06-13-2023 05:00,13-06-2023 14:49,5,117,8,79,M,0,Fire Accident,3,No,,2023,Delhi,FIREARM OFFENSE,33807403,16.0
30221,30223,16-06-2023 04:00,06-13-2023 06:00,13-06-2023 07:31,17,546,8,23,F,5,Fire Accident,12,Yes,01-07-2023 04:00,2023,Mumbai,FIREARM OFFENSE,21673149,20.4
30222,30224,15-06-2023 23:00,06-13-2023 07:00,14-06-2023 01:49,20,231,4,46,M,0,Other Crime,10,Yes,07-07-2023 23:00,2023,Patna,CYBERCRIME,2633243,26.4
30223,30225,14-06-2023 15:00,06-13-2023 08:00,13-06-2023 11:49,18,560,13,56,F,4,Other Crime,3,Yes,27-07-2023 15:00,2023,Nagpur,KIDNAPPING,3106340,33.9
30224,30226,15-06-2023 15:00,06-13-2023 09:00,14-06-2023 03:49,6,391,2,79,M,3,Other Crime,13,Yes,21-10-2023 15:00,2023,Faridabad,BURGLARY,1220229,29.0
30225,30227,13-06-2023 18:00,06-13-2023 10:00,13-06-2023 13:35,14,205,20,11,F,2,Violent Crime,5,Yes,05-09-2023 18:00,2023,Lucknow,VEHICLE - STOLEN,4038214,36.1
30226,30228,13-06-2023 16:00,06-13-2023 11:00,13-06-2023 17:47,4,583,19,41,F,0,Other Crime,14,No,,2023,Chennai,VANDALISM,12053697,20.7
30227,30229,14-06-2023 15:00,06-13-2023 12:00,13-06-2023 17:44,21,433,11,79,M,5,Violent Crime,12,No,,2023,Pune,IDENTITY THEFT,7345848,30.1
30228,30230,16-06-2023 06:00,06-13-2023 13:00,14-06-2023 00:32,5,359,14,42,F,0,Other Crime,10,No,,2023,Delhi,PUBLIC INTOXICATION,33807403,16.0
30229,30231,14-06-2023 21:00,06-13-2023 14:00,13-06-2023 14:41,17,112,9,14,F,2,Other Crime,12,No,,2023,Mumbai,FRAUD,21673149,20.4
30230,30232,15-06-2023 16:00,06-13-2023 15:00,13-06-2023 16:16,13,491,15,77,F,5,Violent Crime,12,No,,2023,Kolkata,ROBBERY,155707786,1.6
30231,30233,15-06-2023 22:00,06-13-2023 16:00,14-06-2023 14:30,8,238,9,56,F,4,Other Crime,10,Yes,31-07-2023 22:00,2023,Hyderabad,FRAUD,11068877,26.0
30232,30234,15-06-2023 19:00,06-13-2023 17:00,14-06-2023 09:17,13,187,18,67,F,3,Traffic Fatality,6,No,,2023,Kolkata,TRAFFIC VIOLATION,155707786,1.6
30233,30235,16-06-2023 04:00,06-13-2023 18:00,14-06-2023 02:50,7,200,0,18,M,5,Fire Accident,13,No,,2023,Ghaziabad,ARSON,1055190,66.7
30234,30236,15-06-2023 16:00,06-13-2023 19:00,14-06-2023 01:17,12,304,18,45,M,3,Traffic Fatality,18,Yes,11-07-2023 16:00,2023,Kanpur,TRAFFIC VIOLATION,3289142,33.8
30235,30237,15-06-2023 00:00,06-13-2023 20:00,14-06-2023 04:20,5,557,11,30,F,2,Violent Crime,19,No,,2023,Delhi,IDENTITY THEFT,33807403,16.0
30236,30238,15-06-2023 10:00,06-13-2023 21:00,14-06-2023 20:07,24,338,14,77,F,5,Other Crime,10,Yes,04-07-2023 10:00,2023,Surat,PUBLIC INTOXICATION,8330528,13.3
30237,30239,14-06-2023 05:00,06-13-2023 22:00,14-06-2023 11:06,4,513,15,77,M,4,Violent Crime,3,Yes,30-07-2023 05:00,2023,Chennai,ROBBERY,12053697,20.7
30238,30240,14-06-2023 00:00,06-13-2023 23:00,14-06-2023 03:01,17,503,17,40,M,0,Other Crime,18,No,,2023,Mumbai,SHOPLIFTING,21673149,20.4
30239,30241,16-06-2023 11:00,06-14-2023 00:00,14-06-2023 20:44,26,292,6,49,F,3,Other Crime,4,No,,2023,Varanasi,DRUG OFFENSE,1789047,19.8
30240,30242,17-06-2023 00:00,06-14-2023 01:00,14-06-2023 20:09,20,465,11,18,F,6,Violent Crime,8,Yes,25-06-2023 00:00,2023,Patna,IDENTITY THEFT,2633243,26.4
30241,30243,16-06-2023 04:00,06-14-2023 02:00,15-06-2023 01:10,4,352,10,13,M,2,Other Crime,19,Yes,06-06-2024 04:00,2023,Chennai,HOMICIDE,12053697,20.7
30242,30244,16-06-2023 11:00,06-14-2023 03:00,14-06-2023 09:13,5,224,13,29,F,3,Other Crime,9,No,,2023,Delhi,KIDNAPPING,33807403,16.0
30243,30245,17-06-2023 02:00,06-14-2023 04:00,14-06-2023 21:50,14,397,17,39,F,5,Other Crime,2,No,,2023,Lucknow,SHOPLIFTING,4038214,36.1
30244,30246,15-06-2023 23:00,06-14-2023 05:00,14-06-2023 07:29,18,242,10,47,M,6,Other Crime,11,No,,2023,Nagpur,HOMICIDE,3106340,33.9
30245,30247,15-06-2023 14:00,06-14-2023 06:00,15-06-2023 02:34,6,596,15,26,F,6,Violent Crime,18,No,,2023,Faridabad,ROBBERY,1220229,29.0
30246,30248,14-06-2023 12:00,06-14-2023 07:00,15-06-2023 04:27,23,210,20,60,F,6,Violent Crime,4,No,,2023,Srinagar,VEHICLE - STOLEN,1737502,21.4
30247,30249,16-06-2023 19:00,06-14-2023 08:00,14-06-2023 15:50,1,151,20,10,F,3,Violent Crime,12,No,,2023,Ahmedabad,VEHICLE - STOLEN,8854444,20.5
30248,30250,15-06-2023 04:00,06-14-2023 09:00,14-06-2023 15:58,15,202,10,28,F,3,Other Crime,19,No,,2023,Ludhiana,HOMICIDE,1988438,38.3
30249,30251,15-06-2023 07:00,06-14-2023 10:00,15-06-2023 06:11,19,525,16,56,F,6,Violent Crime,15,Yes,03-02-2024 07:00,2023,Nashik,SEXUAL ASSAULT,2294299,16.0
30250,30252,16-06-2023 19:00,06-14-2023 11:00,14-06-2023 18:47,5,495,18,19,F,3,Traffic Fatality,6,No,,2023,Delhi,TRAFFIC VIOLATION,33807403,16.0
30251,30253,16-06-2023 07:00,06-14-2023 12:00,14-06-2023 23:55,21,377,2,55,M,5,Other Crime,13,Yes,30-07-2023 07:00,2023,Pune,BURGLARY,7345848,30.1
30252,30254,16-06-2023 13:00,06-14-2023 13:00,14-06-2023 23:10,5,108,6,75,F,3,Other Crime,3,No,,2023,Delhi,DRUG OFFENSE,33807403,16.0
30253,30255,14-06-2023 23:00,06-14-2023 14:00,15-06-2023 05:49,8,237,9,37,M,0,Other Crime,15,No,,2023,Hyderabad,FRAUD,11068877,26.0
30254,30256,16-06-2023 12:00,06-14-2023 15:00,15-06-2023 04:16,5,195,7,78,F,6,Other Crime,11,No,,2023,Delhi,EXTORTION,33807403,16.0
30255,30257,14-06-2023 20:00,06-14-2023 16:00,15-06-2023 08:46,17,530,16,73,F,6,Violent Crime,15,No,,2023,Mumbai,SEXUAL ASSAULT,21673149,20.4
30256,30258,17-06-2023 16:00,06-14-2023 17:00,15-06-2023 14:29,2,248,4,73,M,4,Other Crime,12,No,,2023,Bangalore,CYBERCRIME,14008262,25.6
30257,30259,16-06-2023 00:00,06-14-2023 18:00,15-06-2023 06:39,17,149,7,64,F,2,Other Crime,2,No,,2023,Mumbai,EXTORTION,21673149,20.4
30258,30260,16-06-2023 03:00,06-14-2023 19:00,15-06-2023 10:04,21,201,8,51,M,6,Fire Accident,4,Yes,31-07-2023 03:00,2023,Pune,FIREARM OFFENSE,7345848,30.1
30259,30261,16-06-2023 22:00,06-14-2023 20:00,14-06-2023 22:49,5,360,1,29,F,2,Violent Crime,10,Yes,06-08-2023 22:00,2023,Delhi,ASSAULT,33807403,16.0
30260,30262,15-06-2023 05:00,06-14-2023 21:00,15-06-2023 11:58,18,390,20,14,F,0,Violent Crime,7,Yes,01-08-2023 05:00,2023,Nagpur,VEHICLE - STOLEN,3106340,33.9
30261,30263,17-06-2023 05:00,06-14-2023 22:00,15-06-2023 17:02,14,444,11,64,M,0,Violent Crime,17,No,,2023,Lucknow,IDENTITY THEFT,4038214,36.1
30262,30264,17-06-2023 00:00,06-14-2023 23:00,15-06-2023 05:35,2,101,2,58,M,6,Other Crime,19,No,,2023,Bangalore,BURGLARY,14008262,25.6
30263,30265,15-06-2023 04:00,06-15-2023 00:00,15-06-2023 01:59,24,481,18,65,F,5,Traffic Fatality,2,Yes,01-07-2023 04:00,2023,Surat,TRAFFIC VIOLATION,8330528,13.3
30264,30266,17-06-2023 13:00,06-15-2023 01:00,15-06-2023 12:36,17,570,12,11,M,3,Other Crime,9,Yes,05-07-2023 13:00,2023,Mumbai,ILLEGAL POSSESSION,21673149,20.4
30265,30267,16-06-2023 23:00,06-15-2023 02:00,15-06-2023 18:34,2,273,2,49,M,3,Other Crime,10,Yes,12-12-2023 23:00,2023,Bangalore,BURGLARY,14008262,25.6
30266,30268,17-06-2023 21:00,06-15-2023 03:00,15-06-2023 14:47,5,335,6,37,F,2,Other Crime,11,Yes,29-07-2023 21:00,2023,Delhi,DRUG OFFENSE,33807403,16.0
30267,30269,16-06-2023 23:00,06-15-2023 04:00,16-06-2023 01:29,6,320,12,69,M,4,Other Crime,6,Yes,27-08-2023 23:00,2023,Faridabad,ILLEGAL POSSESSION,1220229,29.0
30268,30270,17-06-2023 16:00,06-15-2023 05:00,15-06-2023 16:40,17,110,15,63,M,4,Violent Crime,10,No,,2023,Mumbai,ROBBERY,21673149,20.4
30269,30271,17-06-2023 09:00,06-15-2023 06:00,16-06-2023 01:33,8,418,1,30,M,2,Violent Crime,12,No,,2023,Hyderabad,ASSAULT,11068877,26.0
30270,30272,15-06-2023 08:00,06-15-2023 07:00,15-06-2023 23:22,2,407,0,58,F,6,Fire Accident,7,Yes,16-08-2023 08:00,2023,Bangalore,ARSON,14008262,25.6
30271,30273,15-06-2023 18:00,06-15-2023 08:00,15-06-2023 19:53,18,163,11,73,F,4,Violent Crime,13,No,,2023,Nagpur,IDENTITY THEFT,3106340,33.9
30272,30274,17-06-2023 08:00,06-15-2023 09:00,15-06-2023 16:59,5,541,15,14,F,1,Violent Crime,12,No,,2023,Delhi,ROBBERY,33807403,16.0
30273,30275,17-06-2023 22:00,06-15-2023 10:00,16-06-2023 09:38,27,158,11,47,F,6,Violent Crime,19,Yes,28-06-2023 22:00,2023,Vasai,IDENTITY THEFT,1423890,25.4
30274,30276,15-06-2023 15:00,06-15-2023 11:00,16-06-2023 00:03,10,136,3,27,F,1,Other Crime,3,No,,2023,Jaipur,COUNTERFEITING,4308510,34.3
30275,30277,17-06-2023 13:00,06-15-2023 12:00,16-06-2023 04:42,2,580,9,43,F,6,Other Crime,9,No,,2023,Bangalore,FRAUD,14008262,25.6
30276,30278,16-06-2023 23:00,06-15-2023 13:00,16-06-2023 11:52,25,423,18,35,F,3,Traffic Fatality,13,Yes,29-06-2023 23:00,2023,Thane,TRAFFIC VIOLATION,1261517,56.0
30277,30279,16-06-2023 14:00,06-15-2023 14:00,15-06-2023 21:47,5,335,4,61,F,3,Other Crime,11,Yes,15-08-2023 14:00,2023,Delhi,CYBERCRIME,33807403,16.0
30278,30280,17-06-2023 17:00,06-15-2023 15:00,15-06-2023 20:17,17,506,11,52,M,2,Violent Crime,19,Yes,17-08-2023 17:00,2023,Mumbai,IDENTITY THEFT,21673149,20.4
30279,30281,16-06-2023 22:00,06-15-2023 16:00,16-06-2023 01:25,10,358,7,14,F,0,Other Crime,9,Yes,24-06-2023 22:00,2023,Jaipur,EXTORTION,4308510,34.3
30280,30282,17-06-2023 18:00,06-15-2023 17:00,16-06-2023 02:29,2,372,16,40,F,4,Violent Crime,4,No,,2023,Bangalore,SEXUAL ASSAULT,14008262,25.6
30281,30283,17-06-2023 05:00,06-15-2023 18:00,16-06-2023 12:20,26,397,11,47,M,6,Violent Crime,9,No,,2023,Varanasi,IDENTITY THEFT,1789047,19.8
30282,30284,17-06-2023 06:00,06-15-2023 19:00,16-06-2023 05:54,2,562,17,76,F,4,Other Crime,16,Yes,08-07-2023 06:00,2023,Bangalore,SHOPLIFTING,14008262,25.6
30283,30285,18-06-2023 03:00,06-15-2023 20:00,16-06-2023 04:20,13,145,14,55,F,3,Other Crime,18,No,,2023,Kolkata,PUBLIC INTOXICATION,155707786,1.6
30284,30286,17-06-2023 16:00,06-15-2023 21:00,16-06-2023 06:58,14,256,0,57,M,1,Fire Accident,10,No,,2023,Lucknow,ARSON,4038214,36.1
30285,30287,15-06-2023 23:00,06-15-2023 22:00,15-06-2023 23:58,4,420,0,72,F,4,Fire Accident,1,Yes,28-06-2023 23:00,2023,Chennai,ARSON,12053697,20.7
30286,30288,17-06-2023 23:00,06-15-2023 23:00,16-06-2023 13:34,8,408,15,78,M,0,Violent Crime,7,Yes,26-10-2023 23:00,2023,Hyderabad,ROBBERY,11068877,26.0
30287,30289,18-06-2023 04:00,06-16-2023 00:00,16-06-2023 05:01,17,121,20,57,F,1,Violent Crime,9,No,,2023,Mumbai,VEHICLE - STOLEN,21673149,20.4
30288,30290,17-06-2023 13:00,06-16-2023 01:00,16-06-2023 22:36,7,365,0,43,F,2,Fire Accident,2,Yes,30-08-2023 13:00,2023,Ghaziabad,ARSON,1055190,66.7
30289,30291,18-06-2023 15:00,06-16-2023 02:00,16-06-2023 22:03,5,560,7,56,M,2,Other Crime,5,Yes,26-08-2023 15:00,2023,Delhi,EXTORTION,33807403,16.0
30290,30292,16-06-2023 05:00,06-16-2023 03:00,16-06-2023 06:19,15,552,15,60,F,6,Violent Crime,16,No,,2023,Ludhiana,ROBBERY,1988438,38.3
30291,30293,16-06-2023 10:00,06-16-2023 04:00,16-06-2023 05:13,2,496,7,76,F,0,Other Crime,5,No,,2023,Bangalore,EXTORTION,14008262,25.6
